id,movie,production_budget,domestic_gross,worldwide_gross,year,month,return_ratio
81,The Apartment,3000000.0,18600000.0,24600000.0,1960,June,13.4
82,Cat on a Hot Tin Roof,3000000.0,17570324.0,17570324.0,1958,September,10.713549333333333
83,Beneath the Planet of the Apes,3000000.0,17489009.0,17489009.0,1970,May,10.659339333333333
84,Pokemon 3: The Movie,3000000.0,17052128.0,68452128.0,2001,April,27.501418666666666
85,Jason Goes to Hell: The Final Friday,3000000.0,15935068.0,15935068.0,1993,August,9.623378666666667
86,Spaced Invaders,3000000.0,15000000.0,15000000.0,1990,April,9.0
87,Family Plot,3000000.0,13200000.0,13200000.0,1976,April,7.8
88,Torn Curtain,3000000.0,13000000.0,13000000.0,1966,July,7.666666666666667
89,Upgrade,3000000.0,11977130.0,16553285.0,2018,June,8.510138333333334
90,Dave Chappelle's Block Party,3000000.0,11718595.0,12051924.0,2006,March,6.923506333333333
91,Krush Groove,3000000.0,11052713.0,11052713.0,1985,October,6.3684753333333335
92,Elmer Gantry,3000000.0,10400000.0,10400000.0,1960,July,5.933333333333334
93,Next Day Air,3000000.0,10027047.0,10172519.0,2009,May,5.733188666666667
94,Judgment at Nuremberg,3000000.0,10000000.0,10000000.0,1961,December,5.666666666666667
95,Belly,3000000.0,9639390.0,9639390.0,1998,November,5.42626
96,Trippinâ,3000000.0,9017070.0,9017070.0,1999,May,5.01138
97,Red River,3000000.0,9012000.0,9012000.0,1948,August,5.008
98,The Deep End,3000000.0,8823109.0,9981635.0,2001,August,5.268248
99,Before Midnight,3000000.0,8110621.0,23251930.0,2013,May,9.454183666666667
100,Teen Wolf Too,3000000.0,7888000.0,7888000.0,1987,November,4.258666666666667
1,The Collector,3000000.0,7712114.0,10473836.0,2009,July,5.061983333333333
2,Phantasm II,3000000.0,7282851.0,7282851.0,1988,July,3.855234
3,Let There Be Light,3000000.0,7233471.0,7241309.0,2017,October,3.824926666666667
4,Phat Girlz,3000000.0,7061128.0,7301115.0,2006,April,3.7874143333333334
5,Woman Thou Art Loosed,3000000.0,6879730.0,6879730.0,2004,October,3.5864866666666666
6,Real Women Have Curves,3000000.0,5853194.0,7777790.0,2002,October,3.5436613333333336
7,Gallipoli,3000000.0,5732587.0,5732587.0,1981,August,2.821724666666667
8,Water,3000000.0,5529144.0,11322573.0,2006,April,4.617239
9,Donât Think Twice,3000000.0,4417983.0,4417983.0,2016,July,1.945322
10,Swiss Army Man,3000000.0,4210454.0,5837111.0,2016,June,2.349188333333333
11,East is East,3000000.0,4170647.0,30438635.0,2000,April,10.536427333333334
12,Whipped,3000000.0,4142507.0,4142507.0,2000,September,1.7616713333333334
13,Kama Sutra,3000000.0,4109095.0,4109095.0,1997,February,1.7393966666666667
14,Frances Ha,3000000.0,4067398.0,11262769.0,2013,May,4.110055666666667
15,Please Give,3000000.0,4033574.0,4570178.0,2010,April,1.8679173333333334
16,Willy Wonka & the Chocolate Factory,3000000.0,4000000.0,4000000.0,1971,June,1.6666666666666667
17,Warlock: The Armageddon,3000000.0,3902679.0,3902679.0,1993,September,1.601786
18,8 Heads in a Duffel Bag,3000000.0,3602884.0,4002884.0,1997,April,1.535256
19,Days of Heaven,3000000.0,3446749.0,3660880.0,1978,September,1.3692096666666667
20,Thirteen Conversations About One Thing,3000000.0,3287435.0,3705923.0,2002,May,1.3311193333333333
21,Compadres,3000000.0,3127773.0,7445044.0,2016,April,2.5242723333333332
22,Jawbreaker,3000000.0,3076820.0,3076820.0,1999,February,1.0512133333333333
23,Basquiat,3000000.0,2962051.0,2962051.0,1996,August,0.9747006666666667
24,Tsotsi,3000000.0,2912606.0,11537539.0,2006,February,3.816715
25,Letters to God,3000000.0,2848587.0,3237452.0,2010,April,1.0286796666666667
26,Happiness,3000000.0,2746453.0,5746453.0,1998,October,1.8309686666666667
27,DysFunkTional Family,3000000.0,2255000.0,2255000.0,2003,April,0.5033333333333333
28,Tusk,3000000.0,1821983.0,1887554.0,2014,September,0.23651233333333332
29,The Wall,3000000.0,1803064.0,4495262.0,2017,May,1.099442
30,Elephant,3000000.0,1266955.0,10051516.0,2003,October,2.7728236666666666
31,Damsels in Distress,3000000.0,1007535.0,1324299.0,2012,April,-0.222722
32,Oldboy,3000000.0,707391.0,6239723.0,2005,March,1.3157046666666667
33,Hobo with a Shotgun,3000000.0,703372.0,834953.0,2011,May,-0.487225
34,The D Train,3000000.0,669688.0,772366.0,2015,May,-0.5193153333333334
35,Bachelorette,3000000.0,446770.0,12577401.0,2012,September,3.3413903333333335
36,Fish Tank,3000000.0,374675.0,5922292.0,2010,January,1.098989
37,Everybody Wants to Be Italian,3000000.0,351416.0,351416.0,2008,September,-0.7657226666666667
38,Creature,3000000.0,331000.0,331000.0,2011,September,-0.7793333333333333
39,The Bounce Back,3000000.0,321910.0,421404.0,2016,December,-0.7522286666666667
40,Freeway,3000000.0,295493.0,295493.0,1996,August,-0.8030046666666667
41,Love's Abiding Joy,3000000.0,252726.0,252726.0,2006,October,-0.831516
42,Dead Alive,3000000.0,242623.0,242623.0,1993,February,-0.8382513333333333
43,Chain Letter,3000000.0,205842.0,1022453.0,2010,October,-0.5905683333333334
44,Tim and Eric's Billion Dollar Movie,3000000.0,201436.0,223652.0,2012,March,-0.858304
45,Holly,3000000.0,163069.0,163069.0,2007,November,-0.8912873333333333
46,The Eclipse,3000000.0,133411.0,133411.0,2010,March,-0.9110593333333333
47,The Grand,3000000.0,115879.0,115879.0,2008,March,-0.9227473333333334
48,Sommersturm,3000000.0,95204.0,95204.0,2006,March,-0.9365306666666666
49,Fort McCoy,3000000.0,78948.0,78948.0,2014,August,-0.947368
50,The Gambler,3000000.0,51773.0,101773.0,1999,August,-0.948818
51,Just Looking,3000000.0,39852.0,39852.0,2000,October,-0.973432
52,Before We Go,3000000.0,37151.0,483938.0,2015,September,-0.8263036666666667
53,The Divide,3000000.0,18000.0,156362.0,2012,January,-0.9418793333333333
54,Tanner Hall,3000000.0,5073.0,5073.0,2011,September,-0.996618
55,My Big Fat Independent Movie,3000000.0,4655.0,4655.0,2005,September,-0.9968966666666667
56,Demonic,3000000.0,0.0,4668109.0,2017,October,0.5560363333333334
57,Ã l\'intÃ©rieur,3000000.0,0.0,895932.0,2008,April,-0.701356
58,They Came Together,3000000.0,0.0,82780.0,2014,June,-0.9724066666666666
59,Open Road,3000000.0,0.0,47469.0,2013,May,-0.984177
60,Alice in Wonderland,3000000.0,0.0,0.0,1951,July,-1.0
61,Barry Munday,3000000.0,0.0,0.0,2010,October,-1.0
62,The Deported,3000000.0,0.0,0.0,2009,December,-1.0
63,Chicago Overcoat,3000000.0,0.0,0.0,2009,December,-1.0
64,Never Back Down 2: The Beatdown,3000000.0,0.0,0.0,2011,September,-1.0
65,AWOL-72,3000000.0,0.0,0.0,2015,December,-1.0
66,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,3000000.0,0.0,0.0,2013,January,-1.0
67,Enter the Dangerous Mind,3000000.0,0.0,0.0,2015,February,-1.0
68,Something Wicked,3000000.0,0.0,0.0,2015,March,-1.0
69,Point Blank,3000000.0,0.0,0.0,1967,September,-1.0
70,Iguana,3000000.0,0.0,0.0,2014,October,-1.0
71,Four Single Fathers,3000000.0,0.0,0.0,2009,December,-1.0
72,Amnesiac,3000000.0,0.0,0.0,2015,August,-1.0
73,Unnatural,3000000.0,0.0,0.0,2015,December,-1.0
74,Close Range,3000000.0,0.0,0.0,2015,December,-1.0
75,The Harvey Girls,2931000.0,4100000.0,4100000.0,1946,January,1.7976799727055612
76,Cinderella,2900000.0,85000000.0,263591415.0,1950,February,119.20393620689656
77,Central do Brasil,2900000.0,5969553.0,17006158.0,1998,November,6.9226589655172415
78,Pocketful of Miracles,2900000.0,5000000.0,5000000.0,1961,December,2.4482758620689653
79,Boynton Beach Club,2900000.0,3127472.0,3127472.0,2006,March,1.1568772413793103
80,Freakonomics,2900000.0,101270.0,172867.0,2010,October,-0.90547
81,Griff the Invisible,2900000.0,20778.0,25935.0,2011,August,-0.9838920689655173
82,Some Like it Hot,2883848.0,25000000.0,25019542.0,1959,March,16.344722051925068
83,High Tension,2850000.0,3681066.0,6435262.0,2005,June,2.5495887719298245
84,Young Frankenstein,2800000.0,86300000.0,86300000.0,1974,December,60.642857142857146
85,The Omen,2800000.0,48570885.0,48570885.0,1976,June,33.693489285714286
86,Hustle & Flow,2800000.0,22202809.0,23591783.0,2005,July,15.355211428571428
87,Friday the 13th Part VII: The New Blood,2800000.0,19170001.0,19170001.0,1988,May,12.692857857142856
88,Artie Lange's Beer League,2800000.0,475000.0,475000.0,2006,September,-0.6607142857142857
89,The Wizard of Oz,2777000.0,34063405.0,34305476.0,1939,August,23.61969067338855
90,Diary of the Dead,2750000.0,952620.0,5394447.0,2008,February,1.3080243636363635
91,The Black Stallion,2700000.0,37799643.0,37799643.0,1979,October,26.999735555555556
92,Ulee's Gold,2700000.0,9054736.0,15600000.0,1997,June,8.131383703703703
93,Indivisible,2700000.0,3511417.0,3588305.0,2018,October,1.6295266666666666
94,Lage Raho Munna Bhai,2700000.0,2217561.0,31517561.0,2006,September,11.49448962962963
95,Sardaar Ji,2700000.0,0.0,8200000.0,2015,December,2.037037037037037
96,Rejsen til Saturn,2700000.0,0.0,5377665.0,2008,December,0.9917277777777778
97,Donovan's Reef,2686000.0,6600000.0,6600000.0,1963,June,3.9143708116157856
98,Diane,2660000.0,0.0,0.0,1956,January,-1.0
99,The Dress,2650000.0,16556.0,16556.0,1998,January,-0.9875049056603774
100,A Guy Named Joe,2627000.0,5363000.0,5363000.0,1943,December,3.0829843928435476
1,Blazing Saddles,2600000.0,119500000.0,119500000.0,1974,February,90.92307692307692
2,Friday the 13th Part IV: The Final Chapter,2600000.0,32980880.0,32980880.0,1984,April,24.36990769230769
3,Ida,2600000.0,3827060.0,15298355.0,2014,May,6.355928846153846
4,Maurice,2600000.0,3147950.0,3198308.0,1987,January,1.4408684615384615
5,Riding Giants,2600000.0,2276368.0,3292333.0,2004,July,1.141808076923077
6,Los CronocrÃ­menes,2600000.0,39127.0,564474.0,2008,December,-0.7678457692307692
7,La Cara Oculta,2600000.0,0.0,7033931.0,2011,December,1.705358076923077
8,Timber Falls,2600000.0,0.0,71248.0,2007,December,-0.972596923076923
9,Silver Medalist,2600000.0,0.0,0.0,2008,December,-1.0
10,"Fat, Sick & Nearly Dead",2600000.0,0.0,0.0,2011,April,-1.0
11,Singin' in the Rain,2540000.0,7200000.0,7200000.0,1952,April,4.669291338582677
12,A Haunted House,2500000.0,40041683.0,59922558.0,2013,January,38.9856964
13,2016: Obamaâs America,2500000.0,33349941.0,33349941.0,2012,July,25.6799528
14,Kevin Hart: Let Me Explain,2500000.0,32244051.0,32327255.0,2013,July,24.8285224
15,Garden State,2500000.0,26782316.0,36028802.0,2004,July,24.1244472
16,That Thing You Do!,2500000.0,25857416.0,34557416.0,1996,October,23.1659328
17,Halloween II,2500000.0,25533818.0,25533818.0,1981,October,19.4270544
18,Halloween 3: Season of the Witch,2500000.0,14400000.0,14400000.0,1982,October,10.52
19,Religulous,2500000.0,13011160.0,13881317.0,2008,October,9.7569908
20,Escape from the Planet of the Apes,2500000.0,12300000.0,12300000.0,1971,January,8.84
21,Hud,2500000.0,10000000.0,10000000.0,1963,May,7.0
22,The Spectacular Now,2500000.0,6852971.0,6916951.0,2013,August,4.5079688
23,My Own Private Idaho,2500000.0,6401336.0,6401336.0,1991,September,4.1210688
24,Before Sunrise,2500000.0,5274005.0,5690220.0,1995,January,3.38569
25,Hunt for the Wilderpeople,2500000.0,5205471.0,23845533.0,2016,June,10.6204016
26,Robot & Frank,2500000.0,3317468.0,4934356.0,2012,August,2.3007296
27,Sur Le Seuil,2500000.0,2013052.0,2013052.0,2003,October,0.6104416
28,Jesus' Son,2500000.0,1282084.0,1687548.0,2000,June,0.1878528
29,Saving Face,2500000.0,1187266.0,1269705.0,2005,May,-0.0172116
30,Brick Lane,2500000.0,1094998.0,3838486.0,2008,June,0.9733936
31,The Lost Medallion: The Adventures of Billy Stone,2500000.0,549632.0,549632.0,2013,March,-0.5602944
32,My Life Without Me,2500000.0,432360.0,12267275.0,2003,September,4.079854
33,Marilyn Hotchkiss' Ballroom Dancing and Charm School,2500000.0,349132.0,497195.0,2006,March,-0.6614692
34,Super,2500000.0,327716.0,593933.0,2011,April,-0.6313404
35,Fuel,2500000.0,174255.0,174255.0,2008,November,-0.860596
36,Valley of the Hearts Delight,2500000.0,118666.0,118666.0,2010,April,-0.9050672
37,The Other End of the Line,2500000.0,115504.0,507446.0,2008,October,-0.75082
38,8: The Mormon Proposition,2500000.0,100280.0,100280.0,2010,June,-0.919776
39,Sleep Dealer,2500000.0,80136.0,108907.0,2009,April,-0.9243828
40,Eye of the Dolphin,2500000.0,72210.0,72260.0,2007,August,-0.942212
41,Underdogs,2500000.0,35017.0,1392649.0,2013,August,-0.4289336
42,Anatomie,2500000.0,9598.0,9598.0,2000,September,-0.9923216
43,The Calling,2500000.0,0.0,0.0,2009,December,-1.0
44,Alien Uprising,2500000.0,0.0,0.0,2013,June,-1.0
45,Christmas Mail,2500000.0,0.0,0.0,2010,December,-1.0
46,Stung,2500000.0,0.0,0.0,2015,July,-1.0
47,Sky Sharks,2500000.0,0.0,0.0,2017,September,-1.0
48,8 Days,2500000.0,0.0,0.0,2015,October,-1.0
49,Antibirth,2500000.0,0.0,0.0,2016,September,-1.0
50,The Rise of the Krays,2500000.0,0.0,0.0,2016,February,-1.0
51,Not Safe For Work,2500000.0,0.0,0.0,2014,December,-1.0
52,Go For It!,2450000.0,180237.0,182358.0,2011,May,-0.8520020408163266
53,Get on the Bus,2400000.0,5691854.0,5691854.0,1996,October,3.743211666666667
54,Thr3e,2400000.0,1008849.0,1420418.0,2007,January,0.012194583333333333
55,Idiocracy,2400000.0,444093.0,500296.0,2006,September,-0.6065045833333333
56,NiktÃ©,2400000.0,0.0,1333891.0,2009,December,-0.44421208333333334
57,Always Woodstock,2400000.0,0.0,0.0,2014,November,-1.0
58,This is England,2380000.0,327919.0,8739576.0,2007,July,2.809871848739496
59,Bathing Beauty,2361000.0,3500000.0,3500000.0,1944,June,1.964845404489623
60,Do You Believe?,2300000.0,12985600.0,14304931.0,2015,March,10.865448260869565
61,Show Boat,2300000.0,11000000.0,11000000.0,1951,July,8.565217391304348
62,"Dancer, Texas Pop. 81",2300000.0,574838.0,574838.0,1998,May,-0.5001408695652174
63,Frontera,2300000.0,59696.0,59696.0,2014,September,-0.9480904347826087
64,Redemption Road,2300000.0,29384.0,29384.0,2011,August,-0.974448695652174
65,The Toxic Avenger Part II,2300000.0,0.0,0.0,2015,April,-1.0
66,Eden,2300000.0,0.0,0.0,2016,January,-1.0
67,The Brave Little Toaster,2300000.0,0.0,0.0,1987,June,-1.0
68,Pinocchio,2289247.0,84300000.0,84300000.0,1940,February,72.64867137534743
69,Fantasia,2280000.0,83320000.0,83320000.0,1940,November,72.08771929824562
70,Friday the 13th Part 3,2250000.0,36690067.0,36690067.0,1982,August,31.61339288888889
71,The French Connection,2200000.0,41158757.0,41158757.0,1971,October,36.41705181818182
72,Friday the 13th Part V: A New Beginning,2200000.0,21930418.0,21930418.0,1985,March,18.936743636363637
73,The Last Sin Eater,2200000.0,388390.0,388390.0,2007,February,-0.6469181818181818
74,Impact Point,2200000.0,0.0,0.0,2008,December,-1.0
75,The Valley of Decision,2160000.0,9132000.0,9132000.0,1945,May,7.455555555555556
76,Chicken Tikka Masala,2160000.0,0.0,37865.0,2005,December,-0.9824699074074074
77,Jack Brooks: Monster Slayer,2150000.0,0.0,0.0,2008,October,-1.0
78,The Best Years of Our Lives,2100000.0,23600000.0,23600000.0,1946,November,21.476190476190474
79,Bully,2100000.0,881824.0,1381824.0,2001,July,0.07792761904761905
80,Elling,2100000.0,313436.0,313436.0,2002,May,-0.7014895238095238
81,Mi America,2100000.0,3330.0,3330.0,2016,October,-0.9968285714285714
82,[Rec],2100000.0,0.0,23266821.0,2009,July,10.079438571428572
83,Infected,2100000.0,0.0,0.0,2012,December,-1.0
84,Lies in Plain Sight,2100000.0,0.0,0.0,2010,December,-1.0
85,The Timber,2100000.0,0.0,0.0,2015,October,-1.0
86,Sharkskin,2100000.0,0.0,0.0,2016,January,-1.0
87,Courageous,2000000.0,34522221.0,35185884.0,2011,September,33.8540525
88,From Russia With Love,2000000.0,24800000.0,78900000.0,1964,April,50.85
89,Mad Max 2: The Road Warrior,2000000.0,24600832.0,24600832.0,1982,May,23.600832
90,Notorious,2000000.0,24464742.0,24464742.0,1946,August,23.464742
91,In the Heat of the Night,2000000.0,24379978.0,24407647.0,1967,August,23.3938125
92,Sleeper,2000000.0,18344729.0,18344729.0,1973,December,17.344729
93,Everything You Always Wanted to Know,2000000.0,18016290.0,18016290.0,1972,August,17.01629
94,It Follows,2000000.0,14674077.0,23250755.0,2015,March,17.962416
95,Eighth Grade,2000000.0,13539710.0,14341016.0,2018,July,12.940363
96,To Kill A Mockingbird,2000000.0,13129846.0,13129846.0,1962,December,12.129846
97,Silent House,2000000.0,12739737.0,16610760.0,2012,March,13.6752485
98,Boys Don't Cry,2000000.0,11540607.0,20741000.0,1999,October,15.1408035
99,Das Leben der Anderen,2000000.0,11284657.0,81197047.0,2007,February,45.240852
100,Hardcore Henry,2000000.0,9252038.0,17187434.0,2016,April,12.219736
1,Lolita,2000000.0,9250000.0,9250000.0,1962,June,8.25
2,Boom Town,2000000.0,9172000.0,9172000.0,1940,August,8.172
3,Gentleman's Agreement,2000000.0,7800000.0,7800000.0,1947,November,6.8
4,The Hustler,2000000.0,7600000.0,7600000.0,1961,September,6.6
5,Witchboard,2000000.0,7369373.0,7369373.0,1986,December,6.369373
6,Les Triplettes de Belleville,2000000.0,7301288.0,17403168.0,2003,November,11.352228
7,Smoke Signals,2000000.0,6719300.0,7756617.0,1998,June,6.2379585
8,Winter's Bone,2000000.0,6531503.0,16131551.0,2010,June,10.331527
9,Meet the Mormons,2000000.0,6047363.0,6049171.0,2014,October,5.048267
10,American Splendor,2000000.0,6003587.0,8685632.0,2003,August,6.3446095
11,The Florida Project,2000000.0,5904366.0,11295324.0,2017,October,7.599845
12,All Saints,2000000.0,5802208.0,5941994.0,2017,August,4.872101
13,Before Sunset,2000000.0,5792822.0,11217346.0,2004,July,7.505084
14,Amores Perros,2000000.0,5383834.0,20883834.0,2001,March,12.133834
15,Thirteen,2000000.0,4601043.0,9505996.0,2003,August,6.0535195
16,Touching the Void,2000000.0,4593598.0,15396525.0,2004,January,8.9950615
17,Inside Job,2000000.0,4311834.0,7799257.0,2010,October,5.0555455
18,Alexander's Ragtime Band,2000000.0,4000000.0,4000000.0,1938,May,3.0
19,Me and You and Everyone We Know,2000000.0,3885134.0,9615464.0,2005,June,5.750299
20,We Are Your Friends,2000000.0,3591417.0,10153415.0,2015,August,5.872416
21,Harsh Times,2000000.0,3337931.0,6225304.0,2006,November,3.7816175
22,Ghost Dog: The Way of the Samurai,2000000.0,3330230.0,10672492.0,2000,March,6.001361
23,Captive,2000000.0,2583301.0,2791973.0,2015,September,1.687637
24,Full Frontal,2000000.0,2512846.0,3438804.0,2002,August,1.975825
25,Hearts Beat Loud,2000000.0,2386254.0,2420962.0,2018,June,1.403608
26,The Resurrection of Gavin Stone,2000000.0,2303792.0,2303792.0,2017,January,1.303792
27,Waltz with Bashir,2000000.0,2283849.0,13912289.0,2008,December,7.098069
28,Strangers with Candy,2000000.0,2072645.0,2077844.0,2006,June,1.0752445
29,Night on Earth,2000000.0,2015000.0,2022893.0,1992,March,1.0189465
30,Nemesis,2000000.0,2001124.0,2001124.0,1993,January,1.001124
31,Shortbus,2000000.0,1985292.0,1985292.0,2006,October,0.985292
32,Son of Rambow: A Home Movie,2000000.0,1785505.0,11263263.0,2008,May,5.524384
33,"The Book of Mormon Movie, Volume 1: The Journey",2000000.0,1660865.0,1660865.0,2003,September,0.660865
34,Hamlet,2000000.0,1577287.0,2419669.0,2000,May,0.998478
35,The Diary of a Teenage Girl,2000000.0,1477002.0,2279959.0,2015,August,0.8784805
36,No End In Sight,2000000.0,1433319.0,1433319.0,2007,July,0.433319
37,Locke,2000000.0,1370646.0,2088390.0,2014,April,0.729518
38,Get Real,2000000.0,1152411.0,1152411.0,1999,April,0.152411
39,In the Shadow of the Moon,2000000.0,1134358.0,2175587.0,2007,September,0.6549725
40,Meek's Cutoff,2000000.0,977772.0,1869928.0,2011,April,0.42385
41,The Babadook,2000000.0,950792.0,7482387.0,2014,November,3.2165895
42,Inside Deep Throat,2000000.0,691880.0,691880.0,2005,February,-0.30812
43,Dinner Rush,2000000.0,638227.0,1075504.0,2001,September,-0.1431345
44,The Virginity Hit,2000000.0,636706.0,636706.0,2010,September,-0.363294
45,Clockwatchers,2000000.0,537948.0,539961.0,1998,May,-0.4610455
46,Subway,2000000.0,390659.0,1663296.0,1985,November,0.0269775
47,House of D,2000000.0,388532.0,466106.0,2005,April,-0.572681
48,Teeth,2000000.0,347578.0,2350641.0,2008,January,0.3491095
